BSBE,BT202,NA,E,4102,Tuesday
BSBE,BT202,NA,E,4102,Wednesday
BSBE,BT202,NA,E,4102,Thursday
BSBE,BT205,NA,C,4102,Monday
BSBE,BT205,NA,C,4107,Monday
BSBE,BT205,NA,C,4102,Tuesday
BSBE,BT205,NA,C,4107,Tuesday
BSBE,BT205,NA,C,4102,Friday
BSBE,BT205,NA,C,4107,Friday
BSBE,BT208,NA,D,4102,Thursday
BSBE,BT208,NA,D,4102,Friday
BSBE,BT208,NA,D,4102,Monday
BSBE,BT208,NA,D,4102,Wednesday
BSBE,BT302,NA,A1,4207,Monday
BSBE,BT302,NA,A1,4207,Tuesday
BSBE,BT302,NA,A1,4207,Wednesday
BSBE,BT302,NA,A1,4207,Thursday
BSBE,BT305,NA,D1,4207,Monday
BSBE,BT305,NA,D1,4207,Thursday
BSBE,BT305,NA,D1,4207,Friday
BSBE,BT306,NA,E1,4207,Wednesday
BSBE,BT306,NA,E1,4207,Thursday
BSBE,BT306,NA,E1,4207,Friday
BSBE,BT308,NA,C1,4207,Friday
BSBE,BT308,NA,C1,4207,Thursday
BSBE,BT308,NA,C1,4207,Monday
BSBE,BT401,NA,E,4207,Wednesday
BSBE,BT401,NA,E,4207,Thursday
BSBE,BT401,NA,E,4207,Friday
BSBE,BT502,NA,E,4210,Thursday
BSBE,BT502,NA,E,4210,Friday
BSBE,BT502,NA,E,4210,Wednesday
BSBE,BT504,NA,A,4210,Tuesday
BSBE,BT504,NA,A,4210,Wednesday
BSBE,BT504,NA,A,4210,Thursday
BSBE,BT601,NA,B1,4210,Monday
BSBE,BT601,NA,B1,4210,Tuesday
BSBE,BT601,NA,B1,4210,Wednesday
BSBE,BT604,NA,B,4210,Monday
BSBE,BT604,NA,B,4210,Tuesday
BSBE,BT604,NA,B,4210,Wednesday
BSBE,BT607,NA,B,4207,Monday
BSBE,BT607,NA,B,4207,Tuesday
BSBE,BT607,NA,B,4207,Wednesday
BSBE,BT609,NA,D,4210,Monday
BSBE,BT609,NA,D,4210,Thursday
BSBE,BT609,NA,D,4210,Friday
BSBE,BT613,NA,F,4210,Monday
BSBE,BT613,NA,F,4210,Wednesday
BSBE,BT613,NA,F,4210,Friday
BSBE,BT616,NA,L,4210,Tuesday
BSBE,BT616,NA,L,4210,Thursday
BSBE,BT618,NA,I,4210,Tuesday
BSBE,BT618,NA,I,4210,Thursday
BSBE,BT629,NA,K,4210,Monday
BSBE,BT629,NA,K,4210,Wednesday
BSBE,BT629,NA,K,4210,Friday
BSBE,BT637,NA,K,4210,Monday
BSBE,BT637,NA,K,4210,Wednesday
BSBE,BT637,NA,K,4210,Friday
BSBE,BT101,I,D1,L2,Thursday
BSBE,BT101,I,D1,L2,Friday
BSBE,BT101,I,D1,L2,Monday
BSBE,BT101,II,D1,L3,Thursday
BSBE,BT101,II,D1,L3,Friday
BSBE,BT101,II,D1,L3,Monday
BSBE,BT101,III,D,L2,Thursday
BSBE,BT101,III,D,L2,Friday
BSBE,BT101,III,D,L2,Monday
BSBE,BT101,IV,D,L3,Thursday
BSBE,BT101,IV,D,L3,Friday
BSBE,BT101,IV,D,L3,Monday
HSS,HS623,NA,C,1102,Friday
HSS,HS521,NA,D,1102,Friday
HSS,HS517,NA,E,1101,Friday
HSS,HS604,NA,F,1102,Friday
HSS,HS621,NA,E1,1101,Friday
HSS,HS622,NA,B,1102,Friday
HSS,HS503,NA,C,1101,Monday
HSS,HS604,NA,D,1102,Monday
HSS,HS521,NA,B,1102,Monday
HSS,HS621,NA,A,1101,Monday
HSS,HS512,NA,F,1102,Monday
HSS,HS622,NA,D1,1102,Monday
HSS,HS521,NA,D,1102,Thursday
HSS,HS517,NA,E,1101,Thursday
HSS,HS505,NA,A,1101,Thursday
HSS,HS502,NA,H,1102,Thursday
HSS,HS623,NA,A1,1102,Thursday
HSS,HS622,NA,C,1102,Thursday
HSS,HS502,NA,B,1102,Tuesday
HSS,HS503,NA,C,1101,Tuesday
HSS,HS505,NA,A,1101,Tuesday
HSS,HS604,NA,H,1102,Tuesday
HSS,HS512,NA,C1,1102,Tuesday
HSS,HS623,NA,E,1102,Tuesday
HSS,HS502,NA,B,1102,Wednesday
HSS,HS517,NA,E,1101,Wednesday
HSS,HS503,NA ,F,1101,Wednesday
HSS,HS505,NA,A,1101,Wednesday
HSS,HS512,NA ,B1,1102,Wednesday
HSS,HS621,NA,D,1101,Wednesday
PH,PH102,I,E1,L2,Tuesday
PH,PH102,I,E1,L2,Wednesday
PH,PH102,I,E1,L2,Thursday
PH,PH102,I,E1,L3,Friday
PH,PH102,II,E1,L3,Tuesday
PH,PH102,II,E1,L3,Wednesday
PH,PH102,II,E1,L3,Thursday
PH,PH102,II,E1,L4,Friday
PH,PH102,III,E,L2,Wednesday
PH,PH102,III,E,L2,Thursday
PH,PH102,III,E,L2,Friday
PH,PH102,IV,E,L3,Wednesday
PH,PH102,IV,E,L3,Thursday
PH,PH102,IV,E,L3,Friday
PH,PH202,NA,D,4206,Monday
PH,PH202,NA,D,4206,Wednesday
PH,PH202,NA,A,4206,Thursday
PH,PH202,NA,D,4206,Friday
PH,PH204,NA,B,4206,Monday
PH,PH204,NA,B,4206,Tuesday
PH,PH204,NA,A,4206,Wednesday
PH,PH204,NA,D,4206,Thursday
PH,PH206,NA,A,4206,Tuesday
PH,PH206,NA,B,4206,Wednesday
PH,PH206,NA,C,4206,Thursday
PH,PH302,NA,B,4003,Tuesday
PH,PH302,NA,E,4003,Wednesday
PH,PH302,NA,A,4003,Thursday
PH,PH304,NA,C,4003,Monday
PH,PH304,NA,C,4003,Tuesday
PH,PH304,NA,E,4003,Thursday
PH,PH306,NA,D,4003,Monday
PH,PH306,NA,A,4003,Wednesday
PH,PH306,NA,D,4003,Thursday
PH,PH308,NA,A,4003,Tuesday
PH,PH308,NA,B,4003,Wednesday
PH,PH308,NA,D,4003,Friday
PH,PH308,NA,E,4003,Friday
PH,PH382M,NA,G,4004,Monday
PH,PH382M,NA,G,4004,Wednesday
PH,PH382M,NA,G,4004,Friday
PH,PH402,NA,C,4004,Tuesday
PH,PH402,NA,A,4004,Wednesday
PH,PH402,NA,C,4004,Thursday
PH,PH404,NA,B,4004,Monday
PH,PH404,NA,B,4004,Tuesday
PH,PH404,NA,E,4004,Wednesday
PH,PH404,NA,E,4004,Friday
PH,PH406,NA,C,4004,Monday
PH,PH406,NA,B,4004,Wednesday
PH,PH406,NA,D,4004,Thursday
PH,PH406,NA,C,4004,Friday
PH,PH408,NA,A,4004,Tuesday
PH,PH408,NA,A,4004,Thursday
PH,PH410,NA,D,4004,Monday
PH,PH410,NA,D,4004,Wednesday
PH,PH410,NA,E,4004,Thursday
PH,PH410,NA,D,4004,Friday
PH,PH414,NA,B1,4003,Monday
PH,PH414,NA,B1,4003,Wednesday
PH,PH414,NA,D1,4003,Thursday
PH,PH443,NA,C,4206,Monday
PH,PH443,NA,C,4206,Tuesday
PH,PH443,NA,C,4206,Friday
PH,PH446,NA,E1,4003,Wednesday
PH,PH446,NA,E1,4003,Thursday
PH,PH446,NA,E1,4003,Friday
PH,PH462,NA,C1,4003,Monday
PH,PH462,NA,B1,4003,Tuesday
PH,PH462,NA,A1,4003,Wednesday
PH,PH521,NA,C1,4212,Tuesday
PH,PH521,NA,B,4212,Wednesday
PH,PH521,NA,E,4212,Friday
PH,PH523,NA,D,4212,Monday
PH,PH523,NA,B,4212,Tuesday
PH,PH523,NA,E,4212,Thursday
PH,PH524,NA,E,4212,Wednesday
PH,PH524,NA,D,4212,Thursday
PH,PH524,NA,D,4212,Friday
PH,PH527,NA,A,4212,Tuesday
PH,PH527,NA,A,4212,Wednesday
PH,PH527,NA,C,4212,Thursday
PH,PH531,NA,B1,4212,Tuesday
PH,PH531,NA,D,4212,Wednesday
PH,PH531,NA,A1,4212,Thursday
PH,PH532,NA,C,4212,Monday
PH,PH532,NA,A,4212,Thursday
PH,PH532,NA,C,4212,Friday
PH,PH543,NA,C,4212,Tuesday
PH,PH543,NA,E1,4212,Thursday
PH,PH543,NA,C1,4212,Friday
PH,PH544,NA,A1,4212,Tuesday
PH,PH544,NA,C1,4212,Thursday
PH,PH544,NA,D1,4212,Friday
PH,PH545,NA,E1,4212,Tuesday
PH,PH545,NA,D1,4212,Thursday
PH,PH545,NA,E1,4212,Friday
PH,PH702,NA,C1,4004,Monday
PH,PH702,NA,A1,4004,Wednesday
PH,PH702,NA,E1,4004,Friday
PH,PH703,NA,B1,4004,Monday
PH,PH703,NA,A1,4004,Tuesday
PH,PH703,NA,C1,4004,Thursday
MA,MA102,I,C1,L2,Monday
MA,MA102,I,C1,L2,Tuesday
MA,MA102,I,C1,L2,Friday
MA,MA102,II,C1,L3,Monday
MA,MA102,II,C1,L3,Tuesday
MA,MA102,II,C1,L3,Friday
MA,MA102,III,C,L2,Monday
MA,MA102,III,C,L2,Tuesday
MA,MA102,III,C,L2,Friday
MA,MA102,IV,C,L3,Monday
MA,MA102,IV,C,L3,Tuesday
MA,MA102,IV,C,L3,Friday
MA,MA224,NA,D,1103,Monday
MA,MA224,NA,D,1103,Thursday
